wellName,datasetName,Formation,MD,DTc,DTs,E_DYN,G_DYN,K_DYN,Lame_K-G,M_K-G,PhiMac,PhiMic,PR,RHOZ,SSVE,SVEL,VPVS,ECGR,PEFZ
,,,m,us/ft,us/ft,Pa,Pa,Pa,Pa,Pa,v/v,v/v,,g/cm3,m/s,m/s,,gAPI,b/e
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5672.778,48.87872,95.50697,7.55E+10,2.85E+10,7.09E+10,5.19E+10,1.09E+11,0.06476969,0.00095442,0.3225663,2.747852,3191.407,6235.878,1.953959,26.67911,4.338371
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5672.9304,49.21023,94.50939,7.52E+10,2.86E+10,6.73E+10,4.83E+10,1.05E+11,0.06476779,4.27E-05,0.3140032,2.745018,3225.092,6193.85,1.920535,28.11294,4.055918
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5673.0828,48.37787,94.50554,7.44E+10,2.81E+10,6.99E+10,5.11E+10,1.07E+11,0.06826726,0.001838028,0.3224407,2.731452,3225.208,6300.494,1.953517,33.84431,3.945817
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5673.2352,46.53893,94.7605,7.57E+10,2.82E+10,7.95E+10,6.06E+10,1.17E+11,0.07558215,0.007288959,0.3410215,2.72212,3216.531,6549.808,2.036306,38.73473,3.973042
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5673.3876,49.81876,94.69767,7.41E+10,2.83E+10,6.46E+10,4.57E+10,1.02E+11,0.08226358,0.01798422,0.3085135,2.709424,3218.664,6119.7,1.901322,37.90499,4.06526
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5673.54,50.09594,93.55476,7.36E+10,2.83E+10,6.10E+10,4.21E+10,9.88E+10,0.08271569,0.02071066,0.2989901,2.690127,3258.009,6084.332,1.867516,30.63033,4.136785
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5673.6924,51.1664,93.86753,7.06E+10,2.74E+10,5.57E+10,3.74E+10,9.22E+10,0.1007205,0.01635993,0.2886266,2.66597,3247.132,5957.167,1.834587,22.46489,4.18455
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5673.8448,51.68259,93.49525,7.42E+10,2.90E+10,5.62E+10,3.69E+10,9.48E+10,0.13008,0.009304026,0.2799768,2.662567,3260.061,5897.562,1.809039,19.45188,4.175803
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5673.9972,49.69744,94.10137,7.46E+10,2.85E+10,6.43E+10,4.53E+10,1.02E+11,0.1576361,0.003305791,0.30651,2.648746,3239.067,6133.588,1.893656,18.79333,4.274242
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5674.1496,48.99287,93.2181,7.45E+10,2.84E+10,6.51E+10,4.61E+10,1.03E+11,0.1646419,0.001272361,0.3091766,2.631896,3269.766,6221.359,1.90269,20.08553,4.517685
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5674.302,48.17891,92.88712,6.77E+10,2.57E+10,6.13E+10,4.42E+10,9.56E+10,0.1300174,0.002158391,0.3159719,2.617764,3281.404,6326.501,1.927982,21.24393,4.759471
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5674.4544,48.1224,93.76308,7.35E+10,2.78E+10,6.85E+10,5.00E+10,1.06E+11,0.09777853,0.002373244,0.3211921,2.654591,3250.761,6333.849,1.948429,23.27716,4.709143
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5674.6068,48.06671,96.80565,7.44E+10,2.78E+10,7.58E+10,5.72E+10,1.13E+11,0.09025631,0.00192326,0.3363463,2.705242,3148.726,6341.188,2.013989,29.19668,4.329798
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5674.7592,53.02415,96.29775,7.15E+10,2.79E+10,5.50E+10,3.64E+10,9.22E+10,0.1072853,0.001826973,0.2820332,2.713007,3165.19,5751.135,1.817063,36.61205,3.941719
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5674.9116,51.80471,96.0682,7.01E+10,2.71E+10,5.70E+10,3.90E+10,9.31E+10,0.1263995,0.004011999,0.2949638,2.673108,3172.747,5883.872,1.854499,42.90385,3.683358
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5675.064,53.10675,97.13293,6.38E+10,2.48E+10,4.99E+10,3.34E+10,8.29E+10,0.1299365,0.004210844,0.2868025,2.619383,3137.988,5739.581,1.829049,44.8951,3.602681
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5675.2164,52.68389,98.70351,6.52E+10,2.51E+10,5.46E+10,3.79E+10,8.80E+10,0.1218158,0.002144976,0.3007646,2.625387,3088.073,5785.475,1.873526,42.55202,3.552098
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5675.3688,50.93779,97.6541,7.02E+10,2.67E+10,6.26E+10,4.48E+10,9.83E+10,0.1111558,0.000428987,0.3131005,2.681306,3121.241,5984.098,1.917194,39.46089,3.602865
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5675.5212,51.84007,95.66211,7.12E+10,2.76E+10,5.71E+10,3.87E+10,9.39E+10,0.1016761,0.000125252,0.2920439,2.733134,3186.277,5879.728,1.8454,38.24062,3.649917
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5675.6736,47.58759,94.50887,7.61E+10,2.86E+10,7.48E+10,5.57E+10,1.13E+11,0.09121136,0.000524703,0.3300207,2.743103,3225.113,6407.375,1.986635,40.96589,3.701607
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5675.826,47.05283,93.187,7.61E+10,2.86E+10,7.41E+10,5.50E+10,1.12E+11,0.0706464,0.003894733,0.3288978,2.72218,3270.872,6477.839,1.980471,39.239,3.685479
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5675.9784,45.86584,90.95383,8.10E+10,3.05E+10,7.92E+10,5.89E+10,1.20E+11,0.05772397,0.005936212,0.329495,2.719603,3351.246,6645.686,1.983045,35.90015,3.660068
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5676.1308,48.25246,89.20221,8.40E+10,3.25E+10,6.77E+10,4.61E+10,1.11E+11,0.04984965,0.007408332,0.2929706,2.729274,3417.014,6317.64,1.849001,36.80492,3.661948
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5676.2832,47.10903,88.15373,8.58E+10,3.30E+10,7.15E+10,4.95E+10,1.15E+11,0.04532954,0.00827323,0.3001273,2.753395,3457.617,6470.327,1.87131,41.34024,3.708579
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5676.4356,47.75431,87.83809,8.50E+10,3.29E+10,6.75E+10,4.56E+10,1.11E+11,0.0445025,0.007353373,0.2901929,2.766445,3470.022,6382.741,1.8394,40.53691,3.753615
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5676.588,48.74275,87.696,8.66E+10,3.39E+10,6.46E+10,4.20E+10,1.10E+11,0.04667738,0.005636812,0.2764636,2.775914,3475.644,6253.359,1.799198,33.97238,3.821075
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5676.7404,47.64782,86.1647,8.92E+10,3.49E+10,6.75E+10,4.43E+10,1.14E+11,0.05171659,0.004263391,0.2797556,2.768943,3537.465,6397.111,1.808379,35.25834,3.893984
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5676.8928,48.9407,86.02975,8.81E+10,3.49E+10,6.14E+10,3.81E+10,1.08E+11,0.05719853,0.004676016,0.2607247,2.769191,3542.961,6228.183,1.757905,41.43945,3.963775
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5677.0452,47.61084,86.81769,8.74E+10,3.40E+10,6.78E+10,4.51E+10,1.13E+11,0.06262267,0.007043348,0.2848812,2.768242,3510.819,6402.163,1.823583,42.43413,3.990649
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5677.1976,49.24748,85.38164,8.94E+10,3.57E+10,5.98E+10,3.60E+10,1.07E+11,0.06962454,0.01017938,0.2505603,2.778986,3569.905,6189.518,1.733881,35.35983,3.94615
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5677.35,49.22113,89.37868,8.26E+10,3.22E+10,6.32E+10,4.17E+10,1.06E+11,0.08955525,0.009180045,0.28217,2.782844,3410.586,6192.463,1.81587,28.4279,3.907315
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5677.5024,48.60683,93.88326,7.73E+10,2.94E+10,7.04E+10,5.08E+10,1.10E+11,0.1198956,0.007324659,0.316696,2.765879,3246.949,6270.772,1.931553,27.22592,3.840758
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5677.6548,53.55061,97.35631,6.88E+10,2.68E+10,5.30E+10,3.51E+10,8.87E+10,0.1507847,0.003905127,0.2830139,2.711614,3130.952,5694.519,1.818576,25.90438,3.800444
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5677.8072,62.48937,104.139,5.55E+10,2.27E+10,3.30E+10,1.79E+10,6.34E+10,0.1717621,0.000234064,0.2184756,2.617449,2927.486,4883.081,1.66752,22.51118,3.671599
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5677.9596,61.95792,113.559,4.79E+10,1.86E+10,3.76E+10,2.52E+10,6.25E+10,0.1723488,5.45E-06,0.2873354,2.517233,2684.991,4919.526,1.832974,18.45178,3.427946
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5678.112,65.79568,120.8343,3.84E+10,1.49E+10,3.04E+10,2.05E+10,5.03E+10,0.162163,0.00010516,0.2892794,2.424496,2522.881,4633.366,1.836523,15.45939,3.136925
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5678.2644,65.08537,128.2719,3.52E+10,1.33E+10,3.38E+10,2.50E+10,5.15E+10,0.1425415,0.002401369,0.3263907,2.380598,2376.578,4683.124,1.970916,14.26769,3.006805
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5678.4168,64.95577,131.0364,3.41E+10,1.28E+10,3.49E+10,2.64E+10,5.19E+10,0.1239453,0.005651543,0.337093,2.403022,2326.11,4692.424,2.01732,13.80697,3.128997
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5678.5692,66.66553,131.0502,3.49E+10,1.32E+10,3.33E+10,2.45E+10,5.08E+10,0.1107362,0.008446877,0.3254194,2.472676,2325.825,4572.226,1.965853,13.36217,3.384462
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5678.7216,66.62572,127.2319,3.87E+10,1.47E+10,3.41E+10,2.43E+10,5.38E+10,0.100376,0.009379646,0.3110443,2.524505,2395.733,4574.811,1.909646,12.58928,3.503799
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5678.874,65.48598,117.2397,4.34E+10,1.70E+10,3.19E+10,2.05E+10,5.46E+10,0.09811398,0.01257387,0.2729244,2.53915,2600.654,4654.5,1.7902,11.24483,3.400249
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5679.0264,63.05772,110.3907,4.93E+10,1.96E+10,3.39E+10,2.09E+10,6.01E+10,0.09824785,0.01287538,0.2577745,2.532146,2761.544,4833.999,1.750565,10.88296,3.104531
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5679.1788,62.13451,106.1961,5.15E+10,2.08E+10,3.30E+10,1.91E+10,6.07E+10,0.1017083,0.01198546,0.239673,2.53358,2870.349,4905.529,1.709106,11.19516,2.873139
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5679.3312,62.72164,105.209,5.20E+10,2.12E+10,3.14E+10,1.73E+10,5.97E+10,0.1093651,0.01140604,0.2242873,2.542446,2897.101,4859.591,1.677409,11.80061,2.801857
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5679.4836,62.6741,106.1491,5.19E+10,2.11E+10,3.24E+10,1.83E+10,6.05E+10,0.1215805,0.01200923,0.2323959,2.542506,2871.445,4863.253,1.693669,11.03523,2.836292
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5679.636,64.17324,106.6197,5.08E+10,2.09E+10,2.98E+10,1.59E+10,5.77E+10,0.1243142,0.01068125,0.2159451,2.545305,2858.762,4749.773,1.661473,10.41275,2.869252
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5679.7884,64.87121,109.6356,4.78E+10,1.94E+10,2.95E+10,1.66E+10,5.54E+10,0.1212584,0.01127703,0.2306011,2.530182,2780.223,4698.562,1.690035,10.26496,2.881533
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5679.9408,65.40871,112.3188,4.57E+10,1.84E+10,2.97E+10,1.74E+10,5.42E+10,0.1117862,0.01351633,0.2433935,2.542979,2713.777,4659.944,1.717174,10.65331,2.942942
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5680.0932,63.66565,110.2759,4.92E+10,1.97E+10,3.28E+10,1.97E+10,5.91E+10,0.09833837,0.01642392,0.2500278,2.578565,2764.03,4787.693,1.732129,11.70238,3.075334
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5680.2456,63.57574,107.8286,5.40E+10,2.19E+10,3.38E+10,1.92E+10,6.30E+10,0.08687887,0.01851188,0.2335189,2.647891,2826.774,4794.282,1.696065,12.88469,3.246854
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5680.398,58.96757,104.5094,5.87E+10,2.32E+10,4.19E+10,2.65E+10,7.28E+10,0.07248875,0.01694001,0.2664149,2.698048,2916.618,5170.412,1.772626,18.40935,3.419243
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5680.5504,54.49722,99.09814,6.63E+10,2.58E+10,5.10E+10,3.38E+10,8.54E+10,0.06219628,0.01119762,0.2832453,2.723123,3076.149,5594.524,1.818572,24.15313,3.55595
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5680.7028,52.52885,95.38113,7.14E+10,2.78E+10,5.46E+10,3.61E+10,9.17E+10,0.06299901,0.007896676,0.2823289,2.733512,3195.801,5802.837,1.815778,26.38,3.646943
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5680.8552,54.60224,93.09956,7.42E+10,3.00E+10,4.72E+10,2.72E+10,8.71E+10,0.07508486,0.009246581,0.2375729,2.7555,3273.995,5582.633,1.705264,23.6658,3.648955
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5681.0076,55.25412,93.42207,7.40E+10,3.01E+10,4.58E+10,2.58E+10,8.59E+10,0.09151381,0.01246458,0.2309949,2.754925,3262.616,5516.357,1.690775,20.61286,3.542478
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5681.16,55.31082,95.66419,6.96E+10,2.79E+10,4.62E+10,2.76E+10,8.34E+10,0.1126917,0.01593167,0.2488741,2.687494,3186.23,5510.676,1.729573,21.6385,3.334255
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5681.3124,60.2923,98.79851,5.62E+10,2.34E+10,3.17E+10,1.61E+10,6.28E+10,0.1230464,0.01801059,0.2031626,2.570796,3085.219,5057.283,1.639048,25.56165,3.171806
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5681.4648,60.32253,103.0446,5.30E+10,2.14E+10,3.39E+10,1.96E+10,6.24E+10,0.1267487,0.01847582,0.2391121,2.491651,2958.189,5052.848,1.708242,28.4292,3.129821
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5681.6172,62.74355,105.1221,5.11E+10,2.09E+10,3.08E+10,1.69E+10,5.86E+10,0.1258488,0.01737701,0.2232911,2.481377,2899.534,4858.25,1.675495,28.03902,3.216561
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5681.7696,60.10485,108.6953,5.01E+10,1.96E+10,3.80E+10,2.49E+10,6.41E+10,0.1191287,0.01500169,0.2793838,2.497164,2804.317,5071.648,1.808737,27.95218,3.311133
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5681.922,57.56834,107.5166,5.27E+10,2.03E+10,4.37E+10,3.02E+10,7.07E+10,0.1105738,0.01469541,0.2990171,2.510652,2834.933,5295.019,1.867744,34.47145,3.451962
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5682.0744,60.06417,104.4715,5.45E+10,2.17E+10,3.68E+10,2.23E+10,6.58E+10,0.1067674,0.01415668,0.2528026,2.526132,2917.657,5075.066,1.739611,47.39661,3.606488
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5682.2268,59.38708,101.9505,5.85E+10,2.35E+10,3.80E+10,2.23E+10,6.94E+10,0.0954557,0.01196586,0.243194,2.547008,2989.765,5132.476,1.7167,58.11395,3.677557
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5682.3792,58.13849,104.3823,5.65E+10,2.21E+10,4.19E+10,2.71E+10,7.14E+10,0.07674935,0.007788043,0.2749925,2.556678,2920.122,5242.762,1.795488,59.6605,3.623347
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5682.5316,55.99738,100.9935,5.72E+10,2.24E+10,4.30E+10,2.81E+10,7.28E+10,0.0647343,0.002367791,0.2780521,2.562178,3018.185,5443.461,1.803548,50.50578,3.554172
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5682.684,53.20368,97.2653,6.82E+10,2.65E+10,5.32E+10,3.56E+10,8.86E+10,0.06444067,0.000636332,0.286533,2.615799,3133.904,5729.641,1.828231,42.59439,3.639625
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5682.8364,53.21692,96.56181,6.97E+10,2.72E+10,5.33E+10,3.52E+10,8.96E+10,0.06451018,0.000190777,0.2818829,2.672901,3156.533,5727.507,1.814497,42.36116,3.827054
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5682.9888,51.49292,96.77311,7.07E+10,2.72E+10,5.97E+10,4.16E+10,9.59E+10,0.06829064,0.000111872,0.3024727,2.718027,3149.636,5919.584,1.879458,43.51743,3.962502
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5683.1412,50.34587,95.16634,7.21E+10,2.76E+10,6.18E+10,4.34E+10,9.87E+10,0.07437056,1.48E-05,0.3056791,2.715019,3202.858,6054.254,1.890259,41.71797,3.953498
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5683.2936,54.06717,93.90203,7.16E+10,2.86E+10,4.82E+10,2.91E+10,8.64E+10,0.07541984,3.15E-06,0.2516605,2.703096,3245.962,5638.888,1.737296,35.67093,3.873056
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5683.446,54.46864,93.33977,7.06E+10,2.84E+10,4.56E+10,2.66E+10,8.34E+10,0.06827419,2.81E-06,0.2418047,2.687915,3265.494,5595.885,1.713646,34.11116,3.883319
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5683.5984,53.95064,94.3565,7.02E+10,2.79E+10,4.82E+10,2.96E+10,8.55E+10,0.0618258,0.001678536,0.2571079,2.6793,3230.321,5649.635,1.748958,34.02235,4.024601
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5683.7508,55.59465,97.13419,6.69E+10,2.66E+10,4.58E+10,2.80E+10,8.13E+10,0.0592377,0.001764014,0.2564152,2.686222,3138.05,5482.787,1.747191,34.19383,4.203517
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5683.9032,55.45427,99.37399,6.46E+10,2.54E+10,4.76E+10,3.07E+10,8.15E+10,0.05815908,9.23E-05,0.2738373,2.695711,3067.269,5496.425,1.792007,34.75103,4.289954
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5684.0556,56.58435,103.5539,6.00E+10,2.33E+10,4.70E+10,3.14E+10,7.80E+10,0.05078065,8.93E-06,0.2871199,2.693982,2943.635,5386.762,1.830044,41.18013,4.299264
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5684.208,58.88617,104.8197,5.82E+10,2.29E+10,4.21E+10,2.68E+10,7.27E+10,0.03989335,8.71E-06,0.2694025,2.668675,2907.866,5176.482,1.780138,62.11829,4.271716
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5684.3604,59.82037,105.437,5.52E+10,2.19E+10,3.88E+10,2.42E+10,6.80E+10,0.03048014,0.000999696,0.2626506,2.631165,2890.831,5095.305,1.762571,78.50558,4.303865
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5684.5128,60.79626,105.6218,5.26E+10,2.10E+10,3.54E+10,2.14E+10,6.34E+10,0.02488833,0.002033051,0.2522495,2.597029,2885.768,5013.526,1.737327,76.07397,4.429143
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5684.6652,59.69391,106.6981,5.49E+10,2.16E+10,4.01E+10,2.58E+10,6.89E+10,0.02342207,0.002234506,0.2721447,2.609512,2856.674,5106.14,1.787468,57.70455,4.464691
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5684.8176,60.52943,106.0096,5.63E+10,2.24E+10,3.88E+10,2.39E+10,6.86E+10,0.02429719,0.000935193,0.2581106,2.649072,2875.219,5035.621,1.7514,61.47655,4.40447
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5684.97,59.39025,103.2855,5.92E+10,2.36E+10,4.00E+10,2.42E+10,7.15E+10,0.02136814,0.002896649,0.2530137,2.680459,2951.138,5132.252,1.739089,95.26133,4.257253
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5685.1224,58.73613,100.9435,6.10E+10,2.45E+10,3.97E+10,2.34E+10,7.24E+10,0.01969864,0.002156524,0.2440405,2.670399,3019.579,5189.336,1.718583,118.7864,4.20156
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5685.2748,58.24906,100.3622,5.98E+10,2.40E+10,3.92E+10,2.32E+10,7.12E+10,0.02149812,0.00339437,0.2460216,2.657624,3037.005,5232.719,1.722985,108.2508,4.16565
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5685.4272,58.64839,97.92495,6.30E+10,2.58E+10,3.76E+10,2.03E+10,7.20E+10,0.02666455,0.007364068,0.2202394,2.659633,3112.681,5197.087,1.669715,76.61092,4.049051
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5685.5796,56.65987,96.54526,6.56E+10,2.65E+10,4.16E+10,2.40E+10,7.70E+10,0.03286169,0.01010562,0.2372958,2.666173,3157.096,5379.797,1.70401,48.34758,3.757977
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5685.732,57.06968,95.17062,6.70E+10,2.75E+10,3.98E+10,2.14E+10,7.64E+10,0.03830071,0.009731529,0.2192049,2.662735,3202.699,5340.862,1.667639,34.74477,3.332336
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5685.8844,55.12728,93.39865,6.92E+10,2.81E+10,4.32E+10,2.44E+10,8.06E+10,0.03888522,0.00800149,0.2326765,2.644142,3263.483,5529.361,1.694287,25.92052,2.940879
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5686.0368,53.97124,91.80967,7.14E+10,2.89E+10,4.51E+10,2.58E+10,8.36E+10,0.03706894,0.004323877,0.2359667,2.62522,3319.955,5647.557,1.70109,27.34835,2.781724
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5686.1892,52.65671,91.60171,7.33E+10,2.93E+10,4.95E+10,3.00E+10,8.85E+10,0.03419141,0.000309761,0.2532077,2.618823,3327.449,5788.595,1.739647,29.20172,2.843868
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5686.3416,54.06404,92.88098,6.91E+10,2.78E+10,4.50E+10,2.64E+10,8.20E+10,0.03006812,1.53E-05,0.243778,2.631751,3281.65,5637.965,1.718011,29.3495,3.041479
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5686.494,53.23736,93.62229,7.18E+10,2.85E+10,5.01E+10,3.11E+10,8.81E+10,0.02997931,4.53E-06,0.2610283,2.666644,3255.643,5725.379,1.758616,31.05268,3.283202
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5686.6464,55.07954,98.04939,6.79E+10,2.67E+10,4.91E+10,3.12E+10,8.47E+10,0.03833135,2.88E-06,0.2694459,2.682148,3108.97,5534.157,1.780108,38.03827,3.502031
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5686.7988,56.64687,98.59369,6.54E+10,2.61E+10,4.42E+10,2.68E+10,7.90E+10,0.04947386,3.68E-06,0.2535881,2.674924,3091.478,5380.893,1.74055,43.73931,3.496659
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5686.9512,57.75373,97.13619,6.32E+10,2.58E+10,3.85E+10,2.14E+10,7.29E+10,0.05780739,5.04E-06,0.2265065,2.644446,3137.898,5277.668,1.681955,53.46411,3.27754
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5687.1036,58.54896,96.93113,6.19E+10,2.55E+10,3.59E+10,1.89E+10,7.00E+10,0.05817315,5.10E-06,0.2127713,2.611992,3144.501,5205.942,1.655572,59.00789,3.061743
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5687.256,60.36082,97.35802,5.92E+10,2.49E+10,3.16E+10,1.50E+10,6.48E+10,0.06815009,0.003461561,0.187756,2.587577,3130.716,5049.855,1.612994,54.7378,2.996791
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5687.4084,59.00388,95.60787,6.24E+10,2.62E+10,3.38E+10,1.64E+10,6.88E+10,0.0674897,0.004740989,0.1924208,2.570109,3188.075,5165.91,1.620377,40.48587,2.945674
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5687.5608,58.38316,93.34367,6.36E+10,2.70E+10,3.30E+10,1.50E+10,6.89E+10,0.05850116,0.003644425,0.1786712,2.554369,3265.438,5220.706,1.598801,32.65359,2.797995
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5687.7132,58.16789,93.716,6.49E+10,2.73E+10,3.45E+10,1.63E+10,7.10E+10,0.04515101,0.001929369,0.1866571,2.555721,3252.384,5240.007,1.611132,43.98493,2.729819
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5687.8656,56.66438,94.22955,6.43E+10,2.64E+10,3.78E+10,2.02E+10,7.31E+10,0.03187335,0.003101517,0.2166939,2.564089,3234.658,5379.215,1.663006,57.52723,3.055017
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5688.018,56.74031,93.6062,6.77E+10,2.80E+10,3.88E+10,2.02E+10,7.61E+10,0.0435761,0.00397373,0.2095641,2.6136,3256.203,5371.844,1.649732,83.06496,3.743037
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5688.1704,57.47997,93.00723,7.02E+10,2.95E+10,3.79E+10,1.82E+10,7.72E+10,0.06912375,0.003872049,0.1909762,2.654077,3277.171,5302.76,1.618101,111.7271,4.417967
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5688.3228,57.61105,93.97784,6.85E+10,2.86E+10,3.79E+10,1.89E+10,7.60E+10,0.09480932,0.002355187,0.1989589,2.665733,3243.336,5290.653,1.631246,118.5275,4.644114
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5688.4752,59.17345,98.55651,6.12E+10,2.51E+10,3.62E+10,1.94E+10,6.97E+10,0.1108065,0.000306742,0.2180893,2.621922,3092.981,5151.141,1.665509,100.8647,4.389766
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5688.6276,61.89275,101.3317,5.53E+10,2.30E+10,3.10E+10,1.57E+10,6.17E+10,0.1117826,1.95E-05,0.2024606,2.571254,3008.04,4925.11,1.637277,70.97635,3.879559
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5688.78,62.38642,102.4538,5.47E+10,2.27E+10,3.09E+10,1.58E+10,6.11E+10,0.09748808,2.03E-05,0.205354,2.529997,2975.014,4885.687,1.642243,57.97076,3.408185
3-BRSA-861-SPS,LQC_ElasticParameters,Itapema,5688.9324,64.12833,103.9382,5.17E+10,2.17E+10,2.80E+10,1.36E+10,5.69E+10,0.09533796,0.002089539,0.19267,2.511319,2932.538,4753.141,1.620814,47.08026,2.994263
